priref	name	name_rkd_matching	rkd_reconcile_match_score	rkd_uri	rkd_id_reconciliation	Aantal gelinkte records	digital_reference	gender	birth.date.start	birth.date.end	birth.place	death.date.start	death.date.end	death.place
28760	Stevens, W.V.	Stevens, W.V.				14	https://rkd.nl/explore/artists/75182	man	1942-02-07T22:00:00Z	1942-02-07T22:00:00Z	Djakarta			
28764	Niehorster, K.	Niehorster, K.				3	https://rkd.nl/explore/artists/59458	man	1932-01-07T23:00:00Z	1932-01-07T23:00:00Z	Hilversum	2003-07-07T22:00:00Z	2003-07-07T22:00:00Z	Hilversum
28765	Gögös, F.	Gögös, F.				8	https://rkd.nl/explore/artists/32444	man	1936-12-04T23:00:00Z	1936-12-04T23:00:00Z	BOEDAPEST			
28766	Meijer, F.	Meijer, Wim F.	66.67	https://data.rkd.nl/artists/54972	54972	18		man						
28767	Asch, P.J. van	Asch, P.J. van				1	https://rkd.nl/explore/artists/2693	man	1603	1603	DELFT		1678-06-06	DELFT
28769	Elven, P.C.D. Tetar van	Elven, P.C.D. Tetar van				3	https://rkd.nl/explore/artists/76910	man	1823-09-13	1823-09-13	ANTWERPEN	1896-02-28	1896-02-28	Scheveningen
28770	Bray, S. de	Bray, S. de				3	https://rkd.nl/explore/artists/12196	man	1597	1597	Amsterdam	1664-05-11	1664-05-11	Haarlem
28773	German, Bavaria	German, Bavaria				3		niet van toepassing						
28774	Zweegman, D.	Zweegman, D.				18	https://rkd.nl/explore/artists/86746	vrouw	1937-01-27T23:00:00Z	1937-01-27T23:00:00Z	VLISSINGEN	2004-09-24T22:00:00Z	2004-09-24T22:00:00Z	Amsterdam
28778	Boer, C. de	Fotopersbureau C. de Boer	38.46	https://data.rkd.nl/artists/394525	394525	10	https://rkd.nl/explore/artists/9695	vrouw	1932-10-25T23:00:00Z	1932-10-25T23:00:00Z	LEEUWARDEN	2023-01-21T23:00:00Z	2023-01-21T23:00:00Z	Amsterdam
28782	Tetterode, J.R. van	Tetterode, J.R. van				3	https://rkd.nl/explore/artists/76918	man	1954-06-10T23:00:00Z	1954-06-10T23:00:00Z	Ouder-Amstel			
28783	Slingervoet, Karel	Slingervoet, Karel	100.0	https://data.rkd.nl/artists/73074	73074	71	https://rkd.nl/explore/artists/73074	man	1939-06-11T23:00:00Z	1939-06-11T23:00:00Z	Haarlem	1978-11-08T23:00:00Z	1978-11-08T23:00:00Z	Haarlem
28787	Pontius, P.	Pontius, P.				1		man	1603-05-27	1603-05-27	ANTWERPEN	1658-01-16	1658-01-16	ANTWERPEN
28790	Neyn, P. de	Neyn, P. de				6	https://rkd.nl/explore/artists/59315	man	1597-12-16	1597-12-16	Leiden	1639-03-16	1639-03-16	Leiden
28791	Terstroet, M.	Terstroet, M.				28		man						
28794	Blaeu, W.J.	Blaeu, W.J.				4	https://rkd.nl/explore/artists/111958	man	1571	1571	Alkmaar of Uitgeest	1638-10-21	1638-10-21	Amsterdam
28796	Cleve, M. I van	Cleve, M. I van				3	https://rkd.nl/explore/artists/17249	man	1527	1527	ANTWERPEN	1581	1581	ANTWERPEN
28797	Elsheimer, A.	Elsheimer, A.				11		man	1572	1572	FRANKFURT AM MAIN	1610	1610	ROME
28801	Anrooy, Jan van	Anrooy, Jan van	100.0	https://data.rkd.nl/artists/1994	1994	32	https://rkd.nl/explore/artists/1994	man	1901-07-19T23:00:00Z	1901-07-19T23:00:00Z	ZALTBOMMEL	1988-09-04T22:00:00Z	1988-09-04T22:00:00Z	GELDERMALSEN
28803	Schuppen, J. van	Schuppen, J. van				1	https://rkd.nl/explore/artists/71380	man	1670-01-26	1670-01-26	Fontainebleau	1751-01-29	1751-01-29	WENEN
28805	Werf, G.H. van der	Werf, G.H. van der				5	https://rkd.nl/explore/artists/83653	man	1944-05-22T22:00:00Z	1944-05-22T22:00:00Z	Amsterdam			
28806	Alders, H.	Alders, H.				13	https://rkd.nl/explore/artists/1001	man	1950-04-18T23:00:00Z	1950-04-18T23:00:00Z	ARNHEM			
28808	Jongejan, J.P.	Jongejan, J.P.				2		man						
28811	Waay, N. van der	Waay, N. van der				12	https://rkd.nl/explore/artists/82342	man	1855-10-15	1855-10-15	Amsterdam	1936-12-17T23:00:00Z	1936-12-17T23:00:00Z	Amsterdam
28813	Thijsse, T.	Thijsse, T.				223	https://rkd.nl/explore/artists/77100	man	1945-03-28T23:00:00Z	1945-03-28T23:00:00Z	Amsterdam			
28815	Bakker, R.S.	Bakker, R.S.				1		man	1958-07-12T23:00:00Z	1958-07-12T23:00:00Z	Kürten			
28816	Fast, M.	Fast, M.				16	https://rkd.nl/explore/artists/27388	vrouw	1950-03-13T23:00:00Z	1950-03-13T23:00:00Z	EINDHOVEN			
28821	Bing & Gröndahl	Bing & Gröndahl				4		niet van toepassing	1853	1853	KOPENHAGEN			
28824	Fontein, A.S.	Fontein, A.S.				1	https://rkd.nl/explore/artists/28548	vrouw	1888-07-05	1888-07-05	HARLINGEN	1965-09-23T23:00:00Z	1965-09-23T23:00:00Z	Hilversum
28825	Sliedrecht, E.M.R.	Sliedrecht, E.M.R.				19	https://rkd.nl/explore/artists/73049	vrouw	1925-06-16T23:00:00Z	1925-06-16T23:00:00Z	ROERMOND	2005-11-03T23:00:00Z	2005-11-03T23:00:00Z	
28829	Clotz, V.	Clotz, V.				1		man						
28831	Horst, J.B.J. van der	Horst, J.B.J. van der				5	https://rkd.nl/explore/artists/39847	man	1871-05-02	1871-05-02		1952-10-26T23:00:00Z	1952-10-26T23:00:00Z	
28832	Giesen, J.T.	Giesen, J.T.				4	https://rkd.nl/explore/artists/31532	man	1900-11-14T23:00:00Z	1900-11-14T23:00:00Z	Den Haag	1983	1983	
28834	Pijl, A. van der	Pijl, A. van der				10	https://rkd.nl/explore/artists/63508	man	1949-02-20T23:00:00Z	1949-02-20T23:00:00Z				
28835	Cursto, J.	Jungcurt, Jaap (1923)	100.0	https://data.rkd.nl/artists/123964	123964	211		man	1924	1924				
28836	Maris, W.	Maris, W.				13	https://rkd.nl/explore/artists/52684	man	1844-02-18	1844-02-18	Den Haag	1910-10-09T23:00:00Z	1910-10-09T23:00:00Z	Den Haag
28838	Schnars-Alquist, C.W.H.	Schnars-Alquist, C.W.H.				1		man	1855-10-29	1855-10-29	HAMBURG	1939	1939	
28840	Zegveld, P.	Zegveld, P.				24	https://rkd.nl/explore/artists/86259	man	1951-06-28T23:00:00Z	1951-06-28T23:00:00Z	Den Haag			
28841	Mulligen, C.A. van	Mulligen, C.A. van				32	https://rkd.nl/explore/artists/58418	man	1954-07-23T23:00:00Z	1954-07-23T23:00:00Z	STEENWIJK			
28842	Granacci, F.	Granacci, F.				1		man	1477-07-23	1477-07-23	FLORENCE	1543-11-30	1543-11-30	FLORENCE
28843	Kantelberg, P.A.H.	Kantelberg, P.A.H.				2	https://rkd.nl/explore/artists/43450	man	1947-11-08T23:00:00Z	1947-11-08T23:00:00Z	EINDHOVEN			
28847	Conen-Peeters, W.G.	Conen-Peeters, W.G.				1	https://rkd.nl/explore/artists/62389	vrouw	1943-05-14T22:00:00Z	1943-05-14T22:00:00Z	SITTARD			
28848	Boer, O. de	Boer, O. de				1		man	1797-06-11	1797-06-11	Woudsend	1856-08-14	1856-08-14	LEEUWARDEN
28850	Marcus, J.E.	Marcus, J.E.				4	https://rkd.nl/explore/artists/52536	man	1774-03-19	1774-03-19	Sint Eustatius	1826-10-02	1826-10-02	Amsterdam
28852	Wit, P. de (1946-10-29)	Wit, P. de (1946-10-29)				2	https://rkd.nl/explore/artists/85119	man	1946-10-28T23:00:00Z	1946-10-28T23:00:00Z	EINDHOVEN			
28855	Doorn, A. van	Doorn, A. van				1	https://rkd.nl/explore/artists/23825	man	1825-07-23	1825-07-23	UTRECHT	1903-02-03T23:00:00Z	1903-02-03T23:00:00Z	Amsterdam
28856	Poelenburgh, C. van	Poelenburgh, C. van				2		man	1586	1586	UTRECHT	1667-08-12	1667-08-12	UTRECHT
28857	Eeden, P.L. van	Eeden, P.L. van				2	https://rkd.nl/explore/artists/25562	man	1907-05-06T23:00:00Z	1907-05-06T23:00:00Z	Kediri	1996-01-21T23:00:00Z	1996-01-21T23:00:00Z	Den Haag
28859	Panderen, E. van	Panderen, E. van				1		man	1581	1581	Haarlem (?)		1628	
28861	Milder, H.H.J.	Milder, H.H.J.				12		man						
28862	Drozdik, O.J.	Drozdik, O.J.				10	https://rkd.nl/explore/artists/103153	vrouw	1946-02-14T23:00:00Z	1946-02-14T23:00:00Z	Abda			
28863	Lupini, Saskia	Lupini, Saskia	100.0	https://data.rkd.nl/artists/51372	51372	3		vrouw	1958-09-10T23:00:00Z	1958-09-10T23:00:00Z	Rotterdam			
28864	Naldini, G.B.	Naldini, G.B.				2	https://rkd.nl/explore/artists/58805	man	1537	1537	FLORENCE	1591	1591	FLORENCE
28866	Curran, K.	Curran, K.				1		man						
28870	Polctnich, J.	Polctnich, J.				1		man						
28872	Winter, A.J.J. de	Winter, A.J.J. de				18	https://rkd.nl/explore/artists/84998	man	1882-05-28	1882-05-28	UTRECHT	1951-08-04T23:00:00Z	1951-08-04T23:00:00Z	DEN HELDER
28879	Mortier, C.	Mortier, C.				3		man		1722	Amsterdam (?)	1786		Amsterdam (?)
28882	Matthes, R.M.	Matthes, R.M.				6		man	1948-08-19T22:00:00Z	1948-08-19T22:00:00Z	Amsterdam			
28883	Lauri, F.	Lauri, F.				1	https://rkd.nl/explore/artists/48350	man	1623-08-25	1623-08-25	ROME	1694-12-12	1694-12-12	ROME
28884	Nijland, S.	Nijland, S.				22	https://rkd.nl/explore/artists/59619	man	1942-03-19T22:00:00Z	1942-03-19T22:00:00Z	Rijssen OV			
28886	Cassée, D.J.	Cassée, D.J.				198	https://rkd.nl/explore/artists/15780	man	1931-03-29T23:00:00Z	1931-03-29T23:00:00Z	BLOEMENDAAL			
28888	Hessels, C.A.	Hessels, C.A.				3	https://rkd.nl/explore/artists/38074	vrouw	1943-04-10T22:00:00Z	1943-04-10T22:00:00Z	Rotterdam			
28889	Strik, E.K.	Strik, E.K.				1	https://rkd.nl/explore/artists/75756	vrouw	1961-02-25T23:00:00Z	1961-02-25T23:00:00Z	Den Haag			
28890	Dooper, L.B.	Dooper, L.B.				63	https://rkd.nl/explore/artists/23811	man	1934-09-09T23:00:00Z	1934-09-09T23:00:00Z	Makkum			
28891	Coninck, D. de	Coninck, D. de				1		man	1636	1636	ANTWERPEN	1699		BRUSSEL
28892	Kortenhorst, G.W.	Kortenhorst, G.W.				1		niet van toepassing						
28897	Hattum, C.C.A.M. van	Hattum, C.C.A.M. van				11	https://rkd.nl/explore/artists/36456	man	1953-07-08T23:00:00Z	1953-07-08T23:00:00Z	TILBURG			
28899	Folkema, J.	Folkema, J.				6	https://rkd.nl/explore/artists/28478	man	1692-08-18	1692-08-18	DOKKUM	1767-02-03	1767-02-03	Amsterdam
28902	Mastenbroek, C.F.	Mastenbroek, C.F.				3	https://rkd.nl/explore/artists/53172	vrouw	1947-03-09T23:00:00Z	1947-03-09T23:00:00Z	Hilversum			
28903	Jonge-Melly, Y. de	Jonge-Melly, Y. de				15		vrouw	1941-04-23T22:00:00Z	1941-04-23T22:00:00Z	Amsterdam			
28904	Teeuwen, R.M.	Teeuwen, R.M.				1	https://rkd.nl/explore/artists/76698	man	1944-08-30T22:00:00Z	1944-08-30T22:00:00Z	Gouda			
28910	Bot, J.M.M. de	Bot, J.M.M. de				10		man	1948	1948				
28911	Anse, L. van	Anse, L. van				1		man						
28913	Rensingh, C.W.	Rensingh, C.W.				3		man						
28915	Dilworth, C.	Dilworth, C.				2		vrouw						
28916	Rooseboom, J.W.M.H.	Rooseboom, J.W.M.H.				33		vrouw						
28921	Vliet, P.M. van de	Vliet, P.M. van de				83		man	1945	1945	UTRECHT			
28922	Stekelenburg-Noordam, W.	Stekelenburg-Noordam, W.				10	https://rkd.nl/explore/artists/59854	vrouw	1922-02-28T23:00:00Z	1922-02-28T23:00:00Z	ZOETERMEER	1970-12-05T23:00:00Z	1970-12-05T23:00:00Z	DRIEBERGEN-RIJSENBURG
28924	Min, M.C.C.M.	Min, M.C.C.M.				73	https://rkd.nl/explore/artists/56256	man	1938-01-14T23:00:00Z	1938-01-14T23:00:00Z	Bergen  NH			
28928	Bois, C. du	Bois, C. du				3		man	1765-10-10	1765-10-10	Amsterdam	1837-03-30	1837-03-30	Amsterdam
28929	Rohn	Rohn	100.0	https://data.rkd.nl/artists/67752	67752	21		man	1944-10-22T23:00:00Z	1944-10-22T23:00:00Z	Amsterdam			
28931	Groeneveldt, P.	Groeneveldt, P.				40	https://rkd.nl/explore/artists/34006	man	1889-03-27	1889-03-27	Djakarta	1982-10-18T23:00:00Z	1982-10-18T23:00:00Z	Voorschoten
28934	Vaarzon Morel, W. (1931-06-27)	Vaarzon Morel, W. (1931-06-27)				4	https://rkd.nl/explore/artists/78896	man	1931-06-26T23:00:00Z	1931-06-26T23:00:00Z	Amsterdam			
28940	Westenburg, M.E.L.	Westenburg, M.E.L.				3	https://rkd.nl/explore/artists/83835	man	1922-11-09T23:00:00Z	1922-11-09T23:00:00Z	Schoonrewoerd	2004-10-02T22:00:00Z	2004-10-02T22:00:00Z	Schoonrewoerd
28943	Korff, de	Korff, de				1		onbekend						
28944	Lulofs-Janssen, L.L.T.	Lulofs-Janssen, L.L.T.				34	https://rkd.nl/explore/artists/41848	vrouw	1941-12-17T22:00:00Z	1941-12-17T22:00:00Z	VENRAY			
28946	Senf, P.	Senf, P.	100.0	https://data.rkd.nl/artists/294155	294155	587	https://rkd.nl/explore/artists/294155	man	1892-06-25	1892-06-25				
28948	Basart, C.J.	Basart, C.J.				55	https://rkd.nl/explore/artists/4849	man	1915-03-08T23:00:00Z	1915-03-08T23:00:00Z	Amsterdam	1991-07-08T22:00:00Z	1991-07-08T22:00:00Z	Amsterdam
28950	Elsinga, J.	Elsinga, J.				18	https://rkd.nl/explore/artists/26084	man	1893-12-05	1893-12-05	Wommels	1969-03-17T23:00:00Z	1969-03-17T23:00:00Z	LEEUWARDEN
28951	Leeflang-Toebes, S.H.	Leeflang-Toebes, S.H.				18	https://rkd.nl/explore/artists/77705	vrouw	1929-06-29T23:00:00Z	1929-06-29T23:00:00Z	Ginneken en Bavel			
28952	Palthe, J.	Palthe, J.				7		man	1717-02-14	1717-02-14	Deventer	1769-06-24	1769-06-24	Leiden
28953	Eekman, N.M.	Eekman, N.M.				9	https://rkd.nl/explore/artists/25580	man	1889-08-09	1889-08-09	BRUSSEL	1973-11-11T23:00:00Z	1973-11-11T23:00:00Z	PARIJS
28954	Hendriks, A. (1901-10-31)	Hendriks, A. (1901-10-31)				9	https://rkd.nl/explore/artists/37437	man	1901-10-30T23:00:00Z	1901-10-30T23:00:00Z	Amsterdam	1951-10-27T23:00:00Z	1951-10-27T23:00:00Z	Wassenaar
28955	Saenredam, P.J.	Saenredam, P.J.				3	https://rkd.nl/explore/artists/69237	man	1597-06-09	1597-06-09	Assendelft	1665-05-31	1665-05-31	Haarlem
28956	Haas, Antonie Dirk de	Haas, Toon de	100.0	https://data.rkd.nl/artists/35004	35004	3	https://rkd.nl/explore/artists/35004	man	1929-07-22T23:00:00Z	1929-07-22T23:00:00Z	Oosterend	2029-03-28T22:00:00Z	2029-03-28T22:00:00Z	
28957	Cox, P.J.A.	Cox, P.J.A.				104	https://rkd.nl/explore/artists/18880	man	1912-12-04T23:00:00Z	1912-12-04T23:00:00Z	Mook en Middelaar	1985-06-25T22:00:00Z	1985-06-25T22:00:00Z	Leiden
28959	Boekhout, H.H.	Boekhout, H.H.				23	https://rkd.nl/explore/artists/9629	man	1947-02-01T23:00:00Z	1947-02-01T23:00:00Z	Haarlem			
28960	Slogteren, W.P.J. van	Slogteren, W.P.J. van				20	https://rkd.nl/explore/artists/73092	man	1946-09-11T22:00:00Z	1946-09-11T22:00:00Z	Amsterdam			
28962	Beneden-Sepik, Volk van	Beneden-Sepik, Volk van				1		niet van toepassing						
28963	Lonis, L.G.	Lonis, L.G.				3	https://rkd.nl/explore/artists/50762	man	1916-09-19T22:00:00Z	1916-09-19T22:00:00Z	Rotterdam	2007-01-07T23:00:00Z	2007-01-07T23:00:00Z	
28964	Gorter, A.M.	Gorter, A.M.				3	https://rkd.nl/explore/artists/32865	man	1866-12-03	1866-12-03	Ambt Almelo	1933-09-15T23:00:00Z	1933-09-15T23:00:00Z	Amsterdam
28968	Vries, R. de	Vries, Hans R. de	77.78	https://data.rkd.nl/artists/297054	297054	146	https://rkd.nl/explore/artists/82148	man	1948-02-28T23:00:00Z	1948-02-28T23:00:00Z	SCHIEDAM			
28974	Boer, A. de	Boer, Anneke de	66.67	https://data.rkd.nl/artists/252950	252950	2		vrouw						
28975	Bouchier, A.N.M.	Bouchier, Ton	100.0	https://data.rkd.nl/artists/11342	11342	9	https://rkd.nl/explore/artists/11342	man	1950-08-04T23:00:00Z	1950-08-04T23:00:00Z	DEN HELDER			
28976	Rooy, C.W.G.M. de	Rooy, C.W.G.M. de				26		man	1942	1942				
28977	Vreede, C.L.J.	Vreede, C.L.J.				59	https://rkd.nl/explore/artists/82022	vrouw	1946-01-21T23:00:00Z	1946-01-21T23:00:00Z	COEVORDEN			
28978	Flotner, P. II	Flotner, P. II				3		man	1485	1485	Thurgau	1546	1546	NEURENBERG
28979	Rivière, R.A.	Rivière, R.A.				1	https://rkd.nl/explore/artists/86210	vrouw	1884-10-26	1884-10-26	DORDRECHT	1967-03-06T23:00:00Z	1967-03-06T23:00:00Z	VELP
28980	Maliangkaij-Kaper, C.M.	Maliangkaij-Kaper, C.M.				177	https://rkd.nl/explore/artists/43460	vrouw	1941-11-19T22:00:00Z	1941-11-19T22:00:00Z	ZAANDAM			
28981	Erb, Simon	Erb, Simon	100.0	https://data.rkd.nl/artists/26458	26458	88		man	1921-06-14T23:00:00Z	1921-06-14T23:00:00Z	Leiden	1975-02-03T23:00:00Z	1975-02-03T23:00:00Z	Amsterdam
28982	Stansfield, E.A.	Stansfield, E.A.				33	https://rkd.nl/explore/artists/74688	vrouw	1945-03-11T23:00:00Z	1945-03-11T23:00:00Z	Glasgow	2004-11-29T23:00:00Z	2004-11-29T23:00:00Z	Amsterdam
28985	Verbeeck, P.C.	Verbeeck, P.C.				1		man	1600	1600	Haarlem		1654-04-24	Haarlem
28990	Wilk, C. van der	Wilk, C. van der				1		man	1895-02-21	1895-02-21		1976-09-19T23:00:00Z	1976-09-19T23:00:00Z	
28997	Cool, T.S.	Cool, T.S.				1		man	1831-12-12	1831-12-12	Den Haag	1870-08-29	1870-08-29	DORDRECHT
28999	McBride, A.	McBride, Harry A.	63.16	https://data.rkd.nl/artists/377918	377918	1		man	1931	1931				
29000	Franssen, L.M.H.	Franssen, L.M.H.				29		man	1905-09-13T23:00:00Z	1905-09-13T23:00:00Z	ROERMOND	1990-11-01T23:00:00Z	1990-11-01T23:00:00Z	ROERMOND
29002	Achenbach, O.	Achenbach, O.				1	https://rkd.nl/explore/artists/274	man	1827-02-02	1827-02-02	DUSSELDORF	1905-01-31T23:00:00Z	1905-01-31T23:00:00Z	DUSSELDORF
29004	Teixeira de Mattos, J.H.	Teixeira de Mattos, J.H.				3	https://rkd.nl/explore/artists/76721	man	1856-12-21	1856-12-21	Amsterdam	1908-12-18T23:00:00Z	1908-12-18T23:00:00Z	Den Haag
29009	Landshut, M. von	Landshut, M. von				1		man						
29011	Polonsky, A.	Polonsky, A.				1		man						
29013	Huysman, H.J.	Huysman, H.J.				205	https://rkd.nl/explore/artists/40831	man	1941-04-21T22:00:00Z	1941-04-21T22:00:00Z	Amsterdam			
29014	Mourier, A.	Mourier, A.				1		man						
29016	Ravesteyn, S. van	Ravesteyn, S. van				1	https://rkd.nl/explore/artists/65768	man	1889-02-18	1889-02-18	Rotterdam	1983-11-22T23:00:00Z	1983-11-22T23:00:00Z	Laren NH
29017	Enschedese School, De	Enschedese School, De	100.0	https://data.rkd.nl/artists/347349	347349	51		niet van toepassing	1976	1976	ENSCHEDE			
29018	Morgenstjerne	Munthe, Gerhard Arij Ludvig	51.06	https://data.rkd.nl/artists/58506	58506	9	https://rkd.nl/explore/artists/58506	man	1875-08-07	1875-08-07	DUSSELDORF	1927-05-14T23:00:00Z	1927-05-14T23:00:00Z	Leiden
29019	Gordijn, H.G.	Gordijn, Araun	76.19	https://data.rkd.nl/artists/32775	32775	38	https://rkd.nl/explore/artists/32776	man	1932-05-15T23:00:00Z	1932-05-15T23:00:00Z	Den Haag	2017-05-24T22:00:00Z	2017-05-24T22:00:00Z	Terschuur
29020	Carol-Chèry, Andrée	Carol-Chéry, Andrée	87.5	https://data.rkd.nl/artists/114769	114769	2	https://rkd.nl/explore/artists/114769	vrouw	1912	1912	Brest	1930	1930	
29024	Taurel, B.	Taurel, B.				1	https://rkd.nl/explore/artists/76587	man	1794-09-06	1794-09-06	PARIJS	1859-02-11	1859-02-11	Amsterdam
29026	Vries, Johan Marinus de	Vries, Johan Marinus de	100.0	https://data.rkd.nl/artists/82119	82119	1159	https://rkd.nl/explore/artists/82119	man	1892-05-29	1892-05-29	Gouderak	1982-09-20T22:00:00Z	1982-09-20T22:00:00Z	Wassenaar
29032	Tiong, A.	Tiong, A.				2		man	1961-11-24T23:00:00Z	1961-11-24T23:00:00Z	Soerabaja			
29034	Schouten, A. (1946-02-18)	Schouten, A. (1946-02-18)				91	https://rkd.nl/explore/artists/71082	man	1946-02-17T23:00:00Z	1946-02-17T23:00:00Z	Rotterdam			
29036	Geernaert, H.	Geernaert, H.				248	https://rkd.nl/explore/artists/30645	man	1937-10-15T23:00:00Z	1937-10-15T23:00:00Z				
29038	Quellinus, A.	Quellinus, A.				7		man		1609-08-30	ANTWERPEN	1668-08-23	1668-08-23	ANTWERPEN
29039	Kho Liang Ie Associates	Kho Liang Ie Associates	100.0	https://data.rkd.nl/artists/339321	339321	10		niet van toepassing						
29040	Persoon, J.P.K.	Persoon, J.P.K.				3	https://rkd.nl/explore/artists/62816	man	1954-09-17T23:00:00Z	1954-09-17T23:00:00Z	EINDHOVEN			
29041	Jonkers, E.M.	Jonkers, E.M.				15	https://rkd.nl/explore/artists/42816	vrouw	1947-12-21T23:00:00Z	1947-12-21T23:00:00Z	DORDRECHT			
29043	Sèvres, Manufacture Nationale de	Manufacture royale de porcelaine de Sèvres	96.3	https://data.rkd.nl/artists/445975	445975	19		niet van toepassing	1738	1738	Sèvres			
29044	Veenhuizen-Pool, A.	Veenhuizen-Pool, A.				1	https://rkd.nl/explore/artists/108316	vrouw	1925-01-19T23:00:00Z	1925-01-19T23:00:00Z	Andijk			
29045	Wittkamp, J.B.	Wittkamp, J.B.				4	https://rkd.nl/explore/artists/85232	man	1820-09-20	1820-09-20	Riesenbeck	1885-06-15	1885-06-15	ANTWERPEN
29046	Spyer, firma S.	Spyer, firma S.				6		niet van toepassing						
29047	Raymond, M.	Raymond, M.				1	https://rkd.nl/explore/artists/132506	vrouw	1908-05-03T23:00:00Z	1908-05-03T23:00:00Z	La Colle-sur-Loup			
29049	Verhaagen, B.W.	Verhaagen, B.W.				6		man	1881-08-22	1881-08-22				
29050	Boekstal, W.F.	Boekstal, W.F.				7	https://rkd.nl/explore/artists/9634	man	1887-11-27	1887-11-27	Amsterdam	1957-11-16T23:00:00Z	1957-11-16T23:00:00Z	Amsterdam
29051	Marks, H.W.	Marks, H.W.				3	https://rkd.nl/explore/artists/52724	man	1933-01-26T23:00:00Z	1933-01-26T23:00:00Z	HEERLEN			
29055	Martineau, A.P.J.	Martineau, A.P.J.				99	https://rkd.nl/explore/artists/52962	man	1926-11-18T23:00:00Z	1926-11-18T23:00:00Z	Amsterdam			
29060	Verschuur, W. I	Verschuur, W. I				17	https://rkd.nl/explore/artists/80645	man	1812-06-11	1812-06-11	Amsterdam	1874-07-04	1874-07-04	VORDEN
29061	Steur, H.	Steur, H.				10		vrouw	1926-10-24T23:00:00Z	1926	WEESP	2020-06-03T22:00:00Z	2020-06-03T22:00:00Z	
29063	Wiarda, D.	Wiarda, D.				59	https://rkd.nl/explore/artists/84096	man	1943-05-26T22:00:00Z	1943-05-26T22:00:00Z	Amsterdam	1999-04-10T22:00:00Z	1999-04-10T22:00:00Z	
29064	Paolozzi, E.	Paolozzi, E.				1	https://rkd.nl/explore/artists/61740	man	1924-03-06T23:00:00Z	1924-03-06T23:00:00Z	Leith	2005-04-21T22:00:00Z	2005-04-21T22:00:00Z	LONDEN
29065	Bodeving, L..	Bodeving, L..				1		vrouw	1949	1949	Jakarta			
29068	Wonder, P.C.	Wonder, P.C.				14		man	1780-01-10	1780-01-10	UTRECHT	1852-07-12	1852-07-12	Amsterdam
29069	Henstra, D.F.	Henstra, D.F.				19	https://rkd.nl/explore/artists/37667	man	1928-02-08T23:00:00Z	1928-02-08T23:00:00Z	Amsterdam			
29071	Bakker, F. (1871-08-06)	Bakker, F. (1871-08-06)				5	https://rkd.nl/explore/artists/3785	man	1871-08-06	1871-08-06	Rotterdam	1944-06-07T22:00:00Z	1944-06-07T22:00:00Z	Den Haag
29072	Sörensen, J.L.	Sörensen, J.L.				1	https://rkd.nl/explore/artists/129587	man	1812-06-29	1812-06-29	Amsterdam	1857-05-17	1857-05-17	Amsterdam
29073	Brookes, P.	Brookes, P.				1		man						
29074	Speksnijder, J.H.C.	Speksnijder, J.H.C.				92	https://rkd.nl/explore/artists/300887	man	1947-04-18T22:00:00Z	1947-04-18T22:00:00Z	NIEUWERKERK AAN DEN IJSSEL			
29076	Jacquin, F.X.J.	Jacquin, F.X.J.				4	https://rkd.nl/explore/artists/41498	man	1756	1756	BRUSSEL	1826-11-01	1826-11-01	Leuven
29080	Burgering, Toni	Burgering, Toni	100.0	https://data.rkd.nl/artists/14172	14172	56	https://rkd.nl/explore/artists/14172	man	1937-12-20T23:00:00Z	1937-12-20T23:00:00Z	BARNEVELD	2017-05-20T22:00:00Z	2017-05-20T22:00:00Z	Rotterdam
29083	Berg, T.W.M. van den	Berg, T.W.M. van den				11		man	1954	1955				
29084	Muller, G.J.L.	Muller, G.J.L.				4		niet van toepassing						
29085	Postma, H.N.	Postma, H.N.				4	https://rkd.nl/explore/artists/89779	man	1873-10-05	1873-10-05	Haarlem	1945-01-25T23:00:00Z	1945-01-25T23:00:00Z	BUSSUM
29086	Marinus, K.	Marinus, K.				19	https://rkd.nl/explore/artists/52662	man	1952-02-05T23:00:00Z	1952-02-05T23:00:00Z	Baarn			
29088	Huizing, A.F.	Huizing, A.F.				81	https://rkd.nl/explore/artists/40474	man	1945-04-06T22:00:00Z	1945-04-06T22:00:00Z	ENSCHEDE			
29095	Hulst, J.B. van der	Hulst, J.B. van der				26	https://rkd.nl/explore/artists/79228	man	1790-03-02	1790-03-02	Leuven	1862-05-16	1862-05-16	BRUSSEL
29096	Wessing & Van der Hey	Wessing & Van der Hey				1		man						
29100	Temminck, L.	Temminck-Groll, L.	63.64	https://data.rkd.nl/artists/285443	285443	2		man	1746-09-03	1746-09-03	Den Haag	1813-04-04	1813-04-04	Amsterdam
29103	Beyeren, A. van	Beyeren, A. van				11		man	1620	1621	Den Haag	1690	1690	Overschie
29106	Uyterweer, C.	Uyterweer, C.				3		man	1702-06-18	1702-06-18		1782-05-22	1782-05-22	Rotterdam
29109	Schoenmakers, P.H.	Schoenmakers, P.H.				3	https://rkd.nl/explore/artists/70863	man	1919-06-23T23:00:00Z	1919-06-23T23:00:00Z	ROERMOND	2009-04-09T22:00:00Z	2009-04-09T22:00:00Z	ROERMOND
29110	Hamming, F.	Hamming, F.				142		man	1913	1913		1981	1981	
29113	Andringa, L.H.	Andringa, L.H.				229		man	1948-11-21T23:00:00Z	1948-11-21T23:00:00Z	Rotterdam			
