priref	name	name_rkd_matching	rkd_reconcile_match_score	rkd_uri	rkd_id_reconciliation	Aantal gelinkte records	digital_reference	gender	birth.date.start	birth.date.end	birth.place	death.date.start	death.date.end	death.place
16910	Breuhaus de Groot, F.A.	Breuhaus de Groot, F.A.				4	https://rkd.nl/explore/artists/12461	man	1824-06-13	1824-06-13	Leiden	1872-06-23	1872-06-23	BRUSSEL
16912	A-Loy, H.	A-Loy, H.				1		man	1949-05-07T22:00:00Z	1949-05-07T22:00:00Z	Nickerie			
16914	Vré-Rijff, P.C. de	Vré, Stien de	100.0	https://data.rkd.nl/artists/82004	82004	2	https://rkd.nl/explore/artists/82004	vrouw	1905-04-22T23:00:00Z	1905-04-22T23:00:00Z	Amsterdam			
16915	Schenk, P.J.	Schenk, P.J.				118	https://rkd.nl/explore/artists/70342	man	1944-09-14T22:00:00Z	1944-09-14T22:00:00Z	AMERSFOORT			
16917	Bouman, B.	Bouman, B.				2		man						
16919	Beran, G.J.	Beran, G.J.				2	https://rkd.nl/explore/artists/6702	man	1912-10-16T23:00:00Z	1912-10-16T23:00:00Z	WENEN			
16920	Schoffelen, G.C.	Schoffelen, G.C.				2	https://rkd.nl/explore/artists/70870	man	1937-07-31T23:00:00Z	1937-07-31T23:00:00Z	Roosteren			
16921	Schotel, A.P.	Schotel, A.P.				36	https://rkd.nl/explore/artists/71055	man	1890-09-05	1890-09-05	DORDRECHT	1958-09-23T23:00:00Z	1958-09-23T23:00:00Z	Laren NH
16926	Heydenrijk, A.J.H.	Heydenrijk, A.J.H.				26		niet van toepassing						
16927	Höppe, F.B.	Höppe, F.B.				6	https://rkd.nl/explore/artists/38824	man	1841-02-20	1841-02-20	Kleef	1922-12-21T23:00:00Z	1922-12-21T23:00:00Z	Amsterdam
16928	Vinkeles Jansz., H.	Vinkeles Jansz., H.				3		man		1768-10-02	Amsterdam	1846-09-14	1846-09-14	Amsterdam
16929	Moonen, W.E.	Moonen, W.E.				36	https://rkd.nl/explore/artists/57492	man	1940-05-25T22:00:00Z	1940-05-25T22:00:00Z	GENT			
16931	Kooten-Post, J.M.L.	Kooten-Post, J.M.L.				3	https://rkd.nl/explore/artists/64409	vrouw	1940-08-22T22:00:00Z	1940-08-22T22:00:00Z	AMSTELVEEN			
16932	Helden, O. van	Helden, O. van				1		man						
16935	Marcel-Clement, A.J.	Marcel-Clement, A.J.				1		man	1873-09-15	1873-09-15	PARIJS			
16937	Walstra, J.J.	Walstra, J.J.				98	https://rkd.nl/explore/artists/82735	man	1935-10-17T23:00:00Z	1935-10-17T23:00:00Z	LEEUWARDEN			
16941	Timmers, F.M.J.	Timmers, F.M.J.				75	https://rkd.nl/explore/artists/77579	vrouw	1933-01-09T23:00:00Z	1933-01-09T23:00:00Z	Amsterdam			
16945	Duyn, L. van	Duyn, L. van				56	https://rkd.nl/explore/artists/25185	vrouw	1933-01-23T23:00:00Z	1933-01-23T23:00:00Z	Den Haag			
16950	Abe, H.V.	Abe, H.V.				1	https://rkd.nl/explore/artists/158	vrouw	1934-04-10T23:00:00Z	1934-04-10T23:00:00Z	Tokyo			
16951	Schotel, A.	Schotel, A.				27	https://rkd.nl/explore/artists/71054	man	1896-04-20	1896-04-20	Rotterdam	1984-05-28T22:00:00Z	1984-05-28T22:00:00Z	RHOON
16952	Goedheer, G.H.W.	Goedheer, G.H.W.				39	https://rkd.nl/explore/artists/32323	man	1950-09-02T23:00:00Z	1950-09-02T23:00:00Z	BENNEKOM			
16953	Eerelman, O.	Eerelman, O.				4	https://rkd.nl/explore/artists/25610	man	1839-03-23	1839-03-23	GRONINGEN	1926-11-02T23:00:00Z	1926-11-02T23:00:00Z	GRONINGEN
16958	Gubbels, G.G.M.	Gubbels, G.G.M.				2	https://rkd.nl/explore/artists/34415	man	1941-11-07T22:00:00Z	1941-11-07T22:00:00Z	WEERT			
16960	Rijksen, A.	Rijksen, A.				177	https://rkd.nl/explore/artists/66972	man	1930-12-16T23:00:00Z	1930-12-16T23:00:00Z	MAASTRICHT			
16961	Verschoor, J.	Verschoor, J.				110	https://rkd.nl/explore/artists/80618	man	1947	1947	HILLEGOM			
16963	Heyden, J.C.J. van der	Heyden, J.C.J. van der				119	https://rkd.nl/explore/artists/38226	man	1928-06-22T23:00:00Z	1928-06-22T23:00:00Z	DEN BOSCH	2012-02-26T23:00:00Z	2012-02-26T23:00:00Z	DEN BOSCH
16964	Beauvarlet, J.F.	Beauvarlet, J.F.				3	https://rkd.nl/explore/artists/98874	man	1731-09-25	1731-09-25	Abbeville	1797-12-07	1797-12-07	PARIJS
16965	Blok van der Velden, A.D.	Blok van der Velden, A.D.				3	https://rkd.nl/explore/artists/9173	man	1913-04-11T23:00:00Z	1913-04-11T23:00:00Z	DORDRECHT	1980-05-30T22:00:00Z	1980-05-30T22:00:00Z	Varese
16967	Wallrafen, J.	Wallrafen, J.				6	https://rkd.nl/explore/artists/87942	man	1951-09-02T23:00:00Z	1951-09-02T23:00:00Z	Mönchengladbach			
16968	Maarseveen, H.T.J.F. van	Maarseveen, H.T.J.F. van				2	https://rkd.nl/explore/artists/51549	man	1926-12-19T23:00:00Z	1926-12-19T23:00:00Z	UTRECHT			
16970	Riel, J.P.C. van	Riel, J.P.C. van				20	https://rkd.nl/explore/artists/66796	man	1907-04-27T23:00:00Z	1907-04-27T23:00:00Z	Amsterdam	1988-08-21T22:00:00Z	1988-08-21T22:00:00Z	TILBURG
16971	Bata, P.P.	Bata, P.P.				27	https://rkd.nl/explore/artists/4977	man	1943-01-07T23:00:00Z	1943-01-07T23:00:00Z	Sopron			
16973	Veldhoen, Aat	Veldhoen, Aat	100.0	https://data.rkd.nl/artists/79813	79813	222	https://rkd.nl/explore/artists/79813	onbekend	1934-10-31T23:00:00Z	1934-10-31T23:00:00Z	Amsterdam	2018-12-08T23:00:00Z	2018-12-08T23:00:00Z	Amsterdam
16977	Valk, H.J.	Valk, H.J.				11	https://rkd.nl/explore/artists/79045	man	1897-01-12	1897-01-12	ZOETERWOUDE	1986-09-02T22:00:00Z	1986-09-02T22:00:00Z	ARNHEM
16979	Coninck, R. de	Coninck, R. de				10	https://rkd.nl/explore/artists/20539	man	1907-01-23T23:00:00Z	1907-01-23T23:00:00Z	Bredene	1978	1978	
16981	Hardimé, P.	Hardimé, P.				4		man	1677	1677	ANTWERPEN	1758	1758	Den Haag
16983	Linthout, A.	Linthout, A.				59		man	1945	1946				
16985	Disberg, H.	Disberg, H.				28	https://rkd.nl/explore/artists/23289	man	1921-11-19T23:00:00Z	1921-11-19T23:00:00Z	ARNHEM	2004-09-29T22:00:00Z	2004-09-29T22:00:00Z	ENSCHEDE
16986	Bril, P.	Bril, P.				3		man	1554	1554	ANTWERPEN	1626	1626	ROME
16988	Götze, W.	Götze, W.				59		man	1941	1941				
16989	Poilly, N.J.B.	Poilly, N.J.B.				1		man	1712	1712	PARIJS			
16990	Schmit, I.	Schmit, I.				37	https://rkd.nl/explore/artists/70722	vrouw	1943-09-04T22:00:00Z	1943-09-04T22:00:00Z	Goslar			
16991	Velde	Velde, J. v.d.	72.73	https://data.rkd.nl/artists/79779	79779	1		onbekend						
16993	Dorigny, N.	Dorigny, N.				1		man		1658-06-02	PARIJS	1746-12-01	1746-12-01	PARIJS
16994	Vogel, J.G.	Vogel, J.G.				2	https://rkd.nl/explore/artists/81582	man	1828-06-25	1828-06-25	Hooge Zwaluwe	1915-05-14T23:00:00Z	1915-05-14T23:00:00Z	VELP
16995	Meester van 1518	Meester van 1518 • Master of 1518	100.0	https://data.rkd.nl/artists/53200	53200	2		man						
16997	Luttichuijs, S.	Luttichuijs, S.				4		man	1610-03-06	1610-03-06	LONDEN	1662	1662	Amsterdam
16998	Jonker, H.	Jonker, Hendrik	100.0	https://data.rkd.nl/artists/418156	418156	9	https://rkd.nl/explore/artists/119390	man	1912-11-22T23:00:00Z	1912-11-22T23:00:00Z		2002-09-23T22:00:00Z	2002-09-23T22:00:00Z	Amsterdam
16999	King, T.F.	King, T.F.				2		man	1955	1955	BREDA			
17001	Baudin, G.	Baudin, G.				2		man						
17003	Begeer, J.A.	Begeer, J.A.				19	https://rkd.nl/explore/artists/5947	man	1921-06-16T23:00:00Z	1921-06-16T23:00:00Z	Rotterdam			
17006	Schatz, Leo	Schatz, Leo	100.0	https://data.rkd.nl/artists/70193	70193	17	https://rkd.nl/explore/artists/70193	man	1918-03-09T23:00:00Z	1918-03-09T23:00:00Z	Amsterdam	2014-10-03T22:00:00Z	2014-10-03T22:00:00Z	Amsterdam
17007	Spanier, E.	Spanier, E.				2	https://rkd.nl/explore/artists/74118	man	1821-03-03	1821-03-03	PADERBORN	1863-04-27	1863-04-27	Den Haag
17008	Schelfhout, H.F.M.	Schelfhout, H.F.M.				1	https://rkd.nl/explore/artists/90072	man	1839-12-24	1839-12-24	Den Haag	1910	1910	PARIJS
17009	Waterreus, T.J.M.	Waterreus, T.J.M.				1	https://rkd.nl/explore/artists/83006	man	1943-03-27T23:00:00Z	1943-03-27T23:00:00Z	ZWOLLE			
17010	Dobson, W.	Dobson, W.				1		man	1610	1610	LONDEN	1646	1646	LONDEN
17012	Eykelboom, H.	Eykelboom, H.				122	https://rkd.nl/explore/artists/26988	man	1949-05-17T22:00:00Z	1949-05-17T22:00:00Z	ARNHEM			
17014	Bakker, I. (1937-05-26)	Bakker, I. (1937-05-26)				7	https://rkd.nl/explore/artists/3809	vrouw	1937-05-25T23:00:00Z	1937-05-25T23:00:00Z	VENLO			
17019	Vinken, B.M.C.P.	Vinken, B.M.C.P.				5	https://rkd.nl/explore/artists/81148	man	1958-04-17T23:00:00Z	1958-04-17T23:00:00Z	ALKMAAR			
17025	Wevers, R.J.	Wevers, R.J.				3	https://rkd.nl/explore/artists/83950	man	1963-05-04T23:00:00Z	1963-05-04T23:00:00Z	HENGELO			
17026	Rombouts, S.	Rombouts, S.				3		man					1702	
17027	Seymour Likely	Seymour Likely	100.0	https://data.rkd.nl/artists/72154	72154	4	https://rkd.nl/explore/artists/72154	niet van toepassing	1988	1988	Amsterdam			
17028	Jeltema, M.A.P.	Jeltema, M.A.P.				47		vrouw	1952	1952	Slikkerveer			
17030	Scherjon, J.J.	Scherjon, Jan	100.0	https://data.rkd.nl/artists/108965	108965	61	https://rkd.nl/explore/artists/108965	man	1942-06-29T22:00:00Z	1942-06-29T22:00:00Z	BARNEVELD			
17033	Spinelli, P.	Spinelli, P.				1	https://rkd.nl/explore/artists/74355	man	1387	1387	Arezzo	1453	1453	FLORENCE
17036	Koekkoek, C. (1903-09-08)	Koekkoek, C. (1903-09-08)				154	https://rkd.nl/explore/artists/45294	man	1903-09-07T23:00:00Z	1903-09-07T23:00:00Z	Watergraafsmeer	1982-01-28T23:00:00Z	1982-01-28T23:00:00Z	Amsterdam
17041	Keizer, G.P.	Keizer, G.P.				35	https://rkd.nl/explore/artists/43760	man	1938-11-26T23:00:00Z	1938-11-26T23:00:00Z	Amsterdam			
17042	Seckel, J.A.	Seckel, J.A.				1	https://rkd.nl/explore/artists/71722	man	1881-12-23	1881-12-23	Rotterdam	1945-03-02T23:00:00Z	1945-03-02T23:00:00Z	Den Haag
17043	Richter, A.L.	Richter, A.L.				2	https://rkd.nl/explore/artists/66709	man	1803-09-28	1803-09-28	Dresden	1884-06-19	1884-06-19	Dresden
17049	Teunn	Teunn	100.0	https://data.rkd.nl/artists/76943	76943	149		man	1943-05-28T22:00:00Z	1943-05-28T22:00:00Z	HARDENBERG			
17051	Thomas, G.A.	Thomas, G.A.				19		onbekend						
17057	Emrik & Binger,	Emrik & Binger	100.0	https://data.rkd.nl/artists/381942	381942	14		man			Haarlem			
17059	Nols, F.G.W.	Nols, F.G.W.				35	https://rkd.nl/explore/artists/59820	man	1921-06-09T23:00:00Z	1921-06-09T23:00:00Z	HEERLEN	1972-08-15T23:00:00Z	1972-08-15T23:00:00Z	Amsterdam
17062	Tap, W.T.G.	Tap, W.T.G.				31	https://rkd.nl/explore/artists/76491	man	1938-05-16T23:00:00Z	1938-05-16T23:00:00Z	GENDT	2010-06-09T22:00:00Z	2010-06-09T22:00:00Z	Amsterdam
17064	Hurlmann	Hurlmann				2		man						
17066	Jonkers, B.	Jonkers, B.				70	https://rkd.nl/explore/artists/42813	man	1920-03-19T23:00:00Z	1920-03-19T23:00:00Z	UTRECHT	2001-03-06T23:00:00Z	2001-03-06T23:00:00Z	
17070	Dobbelsteen, Broer van den	Dobbelsteen, Broer van den	100.0	https://data.rkd.nl/artists/23373	23373	18	https://rkd.nl/explore/artists/23373	man	1936-12-07T23:00:00Z	1936-12-07T23:00:00Z	MIERLO			
17078	Kilian, L.	Kilian, L.				1	https://rkd.nl/explore/artists/273476	man	1579	1579	Augsburg	1637	1637	Augsburg
17079	Romijn, D.J.	Romijn, D.J.				4	https://rkd.nl/explore/artists/67901	man	1946-11-16T23:00:00Z	1946-11-16T23:00:00Z	ZAANDAM			
17082	Schröder, S.C.	Schröder, S.C.				12		man	1903-04-05T23:00:00Z	1903-04-05T23:00:00Z	Ambon	2002-01-25T23:00:00Z	2002-01-25T23:00:00Z	Wassenaar
17083	Eyck, Q. van	Eyck, Q. van				6		man	1948-08-02T22:00:00Z	1948-08-02T22:00:00Z	Amsterdam			
17086	Janson, J.	Janson, J.				1	https://rkd.nl/explore/artists/41839	man	1729-04-17	1729-04-17	Ambon	1784-08-01	1784-08-01	Leiden
17087	Leemhuis, W.H.	Leemhuis, W.H.				1	https://rkd.nl/explore/artists/48817	man	1899-07-08	1899-07-08	GRONINGEN	1963-06-02T23:00:00Z	1963-06-02T23:00:00Z	Draguignan
17088	Flier, H.R. van der	Flier, H.R. van der				1	https://rkd.nl/explore/artists/28317	man	1827-11-26	1827-11-26	Baarn	1899-06-15	1899-06-15	Baarn
17089	Staartjes, M.	Staartjes, M.				6	https://rkd.nl/explore/artists/74515	vrouw	1953-12-09T23:00:00Z	1953-12-09T23:00:00Z	GROENLO			
17091	Uden-Haselhoff, E.M.I. van	Uden-Haselhoff, E.M.I. van				38	https://rkd.nl/explore/artists/36370	vrouw	1944-02-26T23:00:00Z	1944-02-26T23:00:00Z	RENKUM			
17094	Boorsma, Rudolf	Boorsma, Rudolf	100.0	https://data.rkd.nl/artists/10612	10612	19	https://rkd.nl/explore/artists/10612	man	1906-11-11T23:00:00Z	1906-11-11T23:00:00Z	Djakarta	1995	1995	
17096	Albani, F.	Albani, F.				1	https://rkd.nl/explore/artists/865	man	1578-03-17	1578-03-17	Bologna	1660-10-04	1660-10-04	Bologna
17098	Visser, W.W.	Visser, W.W.				1		man	1956	1956				
17100	Huiskes, L.	Huiskes, L.				10	https://rkd.nl/explore/artists/40434	man	1950-11-19T23:00:00Z	1950-11-19T23:00:00Z	UTRECHT			
17104	Rem, M.	Rem, M.				22		man						
17105	Hoecke, R. van den	Hoecke, R. van den				1		man	1622	1622	ANTWERPEN	1668	1668	ANTWERPEN
17106	Anne-Claire	Schalkwijk-Lanooy, Anne-Claire van	76.92	https://data.rkd.nl/artists/48023	48023	92	https://rkd.nl/explore/artists/1954	vrouw	1944-09-21T22:00:00Z	1944-09-21T22:00:00Z		2010-05-06T22:00:00Z	2010-05-06T22:00:00Z	
17108	Vintcent, L.A.	Vintcent, L.A.				2	https://rkd.nl/explore/artists/81173	man	1812-06-23	1812-06-23	Den Haag	1842-05-06	1842-05-06	Haarlem
17109	Dubourg, L.F.	Dubourg, L.F.				1	https://rkd.nl/explore/artists/24467	man	1693-07-02	1693-07-02	Amsterdam	1775-09-16	1775-09-16	Amsterdam
17111	Couperus, T.	Couperus, T.				1	https://rkd.nl/explore/artists/18735	vrouw	1916-06-03T22:00:00Z	1916-06-03T22:00:00Z	Friesland			
17112	Kramer, A.J.	Kramer, A.J.				2		man						
17114	Lambers, M.J.	Lambers, M.J.				6		vrouw	1951	1951				
17115	Vink, Z.J.	Vink, Z.J.				2	https://rkd.nl/explore/artists/109896	man	1919-01-23T23:00:00Z	1919-01-23T23:00:00Z	Rotterdam	1948	1948	België
17117	Franzen, P.	Franzen, P.				3	https://rkd.nl/explore/artists/29215	man	1940-08-19T22:00:00Z	1940-08-19T22:00:00Z	Amsterdam			
17119	Bayens-Polak, E.C.	Bayens-Polak, E.C.				1	https://rkd.nl/explore/artists/5230	vrouw	1891-09-14	1891-09-14	Amsterdam	1965-11-18T23:00:00Z	1965-11-18T23:00:00Z	Hilversum
17124	Hoog, M.J. de	Hoog, M.J. de				7	https://rkd.nl/explore/artists/39491	vrouw	1948-01-28T23:00:00Z	1948-01-28T23:00:00Z	ALPHEN AAN DEN RIJN			
17127	Backer, A.	Backer, A.				1		man	1635	1636	Amsterdam	1684-05	1684-05	Amsterdam
17128	Grijn, E.A. van der	Grijn, E.A. van der				29	https://rkd.nl/explore/artists/33843	man	1941-09-29T22:00:00Z	1941-09-29T22:00:00Z	Voorburg ZH			
17130	Hanneman, A.	Hanneman, A.				5		man	1601	1601	Den Haag	1671-07-11	1671	Den Haag
17133	Metselaar, H.	Metselaar, H.				1		man						
17135	Wieringa, H.W.	Wieringa, H.W.				4	https://rkd.nl/explore/artists/84215	man	1597	1599	Wier (Menaldumadeel)	1644	1650-06-29	
17138	Jonghe, J.B. de	Jonghe, J.B. de				1	https://rkd.nl/explore/artists/20673	man	1785-01-08	1785-01-08	KORTRIJK	1844-10-14	1844-10-14	BRUSSEL
17139	Spierenburg, L.	Spierenburg, L.				26	https://rkd.nl/explore/artists/74292	man	1922-05-17T23:00:00Z	1922-05-17T23:00:00Z	NOORDWIJKERHOUT	1971-02-10T23:00:00Z	1971-02-10T23:00:00Z	Haarlem
17140	Vries-Hamar, I. de	Vries-Hamar, I. de				1		man						
17142	Klijzing, E.P.	Klijzing, E.P.				8	https://rkd.nl/explore/artists/44807	vrouw	1949-11-18T23:00:00Z	1949-11-18T23:00:00Z	Den Haag			
17144	German, Westphalia	German, Westphalia				1		niet van toepassing						
17146	Oddens-Roggen, M.J.E.	Oddens-Roggen, M.J.E.				2	https://rkd.nl/explore/artists/67727	vrouw	1939-07-12T23:00:00Z	1939-07-12T23:00:00Z	Haarlem			
17147	Dicke, H.	Dicke, H.				2		man	1948	1948	DORDRECHT			
17149	Ulft, J. van der	Ulft, J. van der				4		man	1627	1627	GORINCHEM	1689	1689	NOORDWIJK
17151	Driade, firma	Driade, firma				21		niet van toepassing						
17152	Jonge, J.A. de	Jonge, J.A. de				127	https://rkd.nl/explore/artists/88554	man	1864-11-07	1864-11-07	Rotterdam	1927-12-08T23:00:00Z	1927-12-08T23:00:00Z	Den Haag
17153	Vermeer, J.M.	Vermeer, J.M.				14		man						
17155	Everse, T.	Everse, T.				338	https://rkd.nl/explore/artists/26888	man	1910-08-31T23:00:00Z	1910-08-31T23:00:00Z	Rotterdam			
17156	Francken, H. II	Francken, H. II				1		man	1578-09-12	1578-09-12	ANTWERPEN	1623-03-17	1623-03-17	ANTWERPEN
17158	Sala en Zoonen, D.	Sala & Zonen, D.	100.0	https://data.rkd.nl/artists/356503	356503	12		niet van toepassing						
17160	Hache & Cie.	Hache & Cie.				17		niet van toepassing	1845	1845	Vierzon			
17162	Schiedges, P.P. II	Schiedges, P.P. II				2	https://rkd.nl/explore/artists/90081	man	1860-03-21	1860-03-21	Den Haag	1922-11-02T23:00:00Z	1922-11-02T23:00:00Z	AMERSFOORT
17166	Druck- und Verlagsanstalt Vorwärts	Druck- und Verlagsanstalt Vorwärts				1		niet van toepassing	1900	1900	WENEN	1988	1988	
17167	Weyl, M.	Weyl, M.				1	https://rkd.nl/explore/artists/96800	man	1837-12-01	1837-12-01	Mühlen	1914-07-05T23:00:00Z	1914-07-05T23:00:00Z	WASHINGTON
17170	Stein, P.S.	Stein, P.S.				7		man	1941	1941	KARLSRUHE			
17171	Nieuwenhof, H.M. van den	Nieuwenhof, H.M. van den				6	https://rkd.nl/explore/artists/59531	man	1945-12-22T23:00:00Z	1945-12-22T23:00:00Z	NUENEN			
17173	Verhulst, R.	Verhulst, R.				7	https://rkd.nl/explore/artists/80391	man	1624-01-15	1624-01-15	Mechelen		1698-11-27	Den Haag
17174	Kruyff, J.J.	Kruyff, J.J.				16	https://rkd.nl/explore/artists/46686	man	1917-08-25T22:00:00Z	1917-08-25T22:00:00Z	Tandjong Poera	2001	2001	
17178	Kennemerland, Potterie	Kennemerland, Potterie	100.0	https://data.rkd.nl/artists/337364	337364	20	https://rkd.nl/explore/artists/337364	niet van toepassing	1920	1920	VELSEN			
17180	Morel, J.E. I	Morel, J.E. I				1		man	1769-02-12	1769-02-12	Amsterdam	1808-04-06	1808-04-06	Amsterdam
17181	Descharnes, R.	Descharnes, R.				4		man						
17182	Voorst, C.G. van	Voorst, C.G. van				4	https://rkd.nl/explore/artists/81808	man	1918-05-20T22:00:00Z	1918-05-20T22:00:00Z	Amsterdam	2006-05-12T22:00:00Z	2006-05-12T22:00:00Z	
17183	Haanstra, J.H.	Haanstra, J.H.				13	https://rkd.nl/explore/artists/34912	man	1914-01-07T23:00:00Z	1914-01-07T23:00:00Z	Espelo	1991-05-06T22:00:00Z	1991-05-06T22:00:00Z	Warns
17184	Os, P.F. van	Os, P.F. van				1	https://rkd.nl/explore/artists/61033	man	1808-10-08	1808-10-08	Amsterdam	1892-03-31	1892-03-31	Haarlem
17185	Helden, J.F.P.G. van	Helden, J.F.P.G. van				261		man	1932-07-20T23:00:00Z	1932-07-20T23:00:00Z	MELICK EN HERKENBOSCH			
17186	Maurer, J.J.	Maurer, J.J.				1	https://rkd.nl/explore/artists/54111	man	1737-01-15	1737-01-15	SCHAFFHAUSEN	1780-08-31	1780-08-31	UTRECHT
17192	Vegt, L.M. van der	Vegt, L.M. van der				1		man						
17194	Rademaker, C.T	Rademaker, C.T				52	https://rkd.nl/explore/artists/65373	man	1934-12-30T23:00:00Z	1934-12-30T23:00:00Z	ARNHEM	1982-09-06T22:00:00Z	1982-09-06T22:00:00Z	ARNHEM
17195	Ploeg, J. van der	Ploeg, J. van der				3	https://rkd.nl/explore/artists/63869	man	1959-08-18T23:00:00Z	1959-08-18T23:00:00Z	Amsterdam			
17197	Wijdeven, A.J. van de	Wijdeven, A.J. van de				1	https://rkd.nl/explore/artists/97171	man	1964-12-13T23:00:00Z	1964-12-13T23:00:00Z	SINT-OEDENRODE			
17199	Janssen, E.	Janssen, E.				17	https://rkd.nl/explore/artists/41856	man	1961-01-29T23:00:00Z	1961-01-29T23:00:00Z	AMSTELVEEN			
17200	Hage, M.	Hage, M.				3	https://rkd.nl/explore/artists/35206	man	1882-04-19	1882-04-19	Den Haag	1961-04-14T23:00:00Z	1961-04-14T23:00:00Z	Laren NH
17202	Pel, J.	Pel, J.				2		onbekend						
17206	Ploos van Amstel, J.	Ploos van Amstel, J.				21	https://rkd.nl/explore/artists/63884	man	1926-11-02T23:00:00Z	1926-11-02T23:00:00Z	BUSSUM			
17207	Brans, J.G.F.	Brans, J.G.F.				110	https://rkd.nl/explore/artists/12110	man	1937-10-05T23:00:00Z	1937-10-05T23:00:00Z	Rotterdam			
17209	Meydam, F.	Meydam, F.				78	https://rkd.nl/explore/artists/55698	man	1919-12-28T23:00:00Z	1919-12-28T23:00:00Z	LEERDAM			
17210	Arakawa, S.	Arakawa, S.				1		man	1936-07-05T23:00:00Z	1936-07-05T23:00:00Z	Nagoya			
17211	Blank, H.G.	Blank, H.G.				16		man	1943	1943				
17212	Semey, Jacobus Fernandus Adolphus	Semey, Jacobus Fernandus Adolphus	100.0	https://data.rkd.nl/artists/71928	71928	1	https://rkd.nl/explore/artists/71928	man	1891-04-27	1891-04-27	GENT	1973-05-17T23:00:00Z	1973-05-17T23:00:00Z	Den Haag
17214	Deckers, G.M.	Deckers, G.M.				13		vrouw	1952	1953				
17218	Normant & Fils, Nicolas le	Normant & Fils, Nicolas le				10		niet van toepassing						
17220	Woodward, T.	Woodward, T.				4	https://rkd.nl/explore/artists/85549	man	1801	1801	Pershore	1852-11	1852-11	Worcester
17223	Andriesse, A.	Andriesse, A.				7	https://rkd.nl/explore/artists/1784	vrouw	1953-10-29T23:00:00Z	1953-10-29T23:00:00Z	Amsterdam	2004-12-03T23:00:00Z	2004-12-03T23:00:00Z	
17225	Nescio	Grönloh, Jan Hendrik Frederik	100.0	https://data.rkd.nl/artists/433471	433471	1		man	1882-06-22	1882-06-22	Amsterdam	1961-07-24T23:00:00Z	1961-07-24T23:00:00Z	Amsterdam
17227	Alvares Vega, T.	Alvares Vega, T.				2		vrouw						
17228	Bogaard, P.M.A. van den	Bogaard, Pieter van den	100.0	https://data.rkd.nl/artists/9886	9886	2	https://rkd.nl/explore/artists/9886	man	1939-10-05T23:00:00Z	1939-10-05T23:00:00Z	Amsterdam			
17231	Visser, J.J.	Visser, Joop (1946)	100.0	https://data.rkd.nl/artists/81318	81318	1	https://rkd.nl/explore/artists/81318	man	1946-11-25T23:00:00Z	1946-11-25T23:00:00Z	SNEEK			
17232	Ven-Risséeuw, M. van der	Ven-Risséeuw, M. van der				1		vrouw	1921-08-05T23:00:00Z	1921-08-05T23:00:00Z	Zuidzande			
17238	Vibert, J.G.	Vibert, J.G.				1	https://rkd.nl/explore/artists/80861	man	1840-09-30	1840-09-30	PARIJS	1902-07-27T23:00:00Z	1902-07-27T23:00:00Z	PARIJS
17240	Walmsley, T.	Walmsley, T.				2	https://rkd.nl/explore/artists/82708	man	1763	1763	DUBLIN	1806	1806	Bath
17242	Prins, J.P.A.M.	Prins, J.P.A.M.				19	https://rkd.nl/explore/artists/64869	man	1947-01-18T23:00:00Z	1947-01-18T23:00:00Z	SASSENHEIM			
17244	Leskly, H.	Leskly, H.				11		man	1952	1952	Rehovot			
17246	Groeneveld-Oestreicher, H.M.K.	Groeneveld-Oestreicher, H.M.K.				34	https://rkd.nl/explore/artists/60317	vrouw	1936-02-26T23:00:00Z	1936-02-26T23:00:00Z	Karlsbad			
17248	Mollenhauer, J.	Mollenhauer, J.				4		niet van toepassing						
17249	Isabey, J.B.	Isabey, J.B.				2	https://rkd.nl/explore/artists/41145	man	1767-04-11	1767-04-11	Nancy	1855-04-18	1855-04-18	PARIJS
17253	Frans? F. v/d Wijst	Frans? F. v/d Wijst				1		man						
17256	Berkhout, L. van	Berkhout, L. van				6	https://rkd.nl/explore/artists/76678	vrouw	1946-03-27T23:00:00Z	1946-03-27T23:00:00Z	Amsterdam			
17258	Wilkens & Söhne, M.H.	Wilkens & Söhne, M.H.				1		niet van toepassing	1810	1810	BREMEN			
17259	Forrer, T.F.J.	Forrer, T.F.J.				77	https://rkd.nl/explore/artists/28661	man	1923-03-17T23:00:00Z	1923-03-17T23:00:00Z	Djakarta	2004-02-15T23:00:00Z	2004-02-15T23:00:00Z	Haarlem
17262	Grebner, W.	Grebner, W.				2	https://rkd.nl/explore/artists/33503	man	1784-12-07	1784-12-07	VREELAND	1866-01-28	1866-01-28	Amsterdam
17263	Groenewoud, G.A.	Groenewoud, G.A.				6	https://rkd.nl/explore/artists/34016	man	1958-06-04T23:00:00Z	1958-06-04T23:00:00Z	Rozenburg ZH			
17264	Allersma, T.E.	Allersma, T.E.				2	https://rkd.nl/explore/artists/1235	man	1913-01-03T23:00:00Z	1913-01-03T23:00:00Z	Middelstum	1982-07-27T22:00:00Z	1982-07-27T22:00:00Z	Valence
17265	Haaxman, P.A.	Haaxman, Pieter Anne	63.64	https://data.rkd.nl/artists/463566	463566	5	https://rkd.nl/explore/artists/35040	man	1814-11-12	1814-11-12	DELFT	1887-12-21	1887-12-21	DELFT
17266	Mols-Becke, D.C.	Mols-Becke, D.C.				103	https://rkd.nl/explore/artists/5448	vrouw	1940-04-15T22:00:00Z	1940-04-15T22:00:00Z	Maagdenburg			
